Latitude,Longitude,Time
52.24359,-1.54505,04/09/2016 07:38:17
52.24279,-1.54568,04/09/2016 07:38:22
52.24193,-1.54602,04/09/2016 07:38:27
52.24101,-1.54638,04/09/2016 07:38:32
52.24012,-1.54672,04/09/2016 07:38:37
52.23925,-1.54706,04/09/2016 07:38:42
52.23837,-1.54755,04/09/2016 07:38:47
52.23731,-1.54819,04/09/2016 07:38:53
52.23691,-1.54897,04/09/2016 07:38:58
52.23654,-1.54995,04/09/2016 07:39:03
52.23612,-1.55117,04/09/2016 07:39:08
52.23586,-1.5517,04/09/2016 07:39:13
52.23546,-1.55141,04/09/2016 07:39:18
52.23478,-1.55093,04/09/2016 07:39:23
52.23399,-1.55036,04/09/2016 07:39:28
52.23309,-1.54972,04/09/2016 07:39:33
52.23226,-1.54908,04/09/2016 07:39:38
52.23153,-1.54823,04/09/2016 07:39:43
52.23094,-1.54713,04/09/2016 07:39:48
52.23049,-1.54576,04/09/2016 07:39:53
52.23011,-1.54421,04/09/2016 07:39:58
52.22955,-1.54197,04/09/2016 07:40:05
52.22938,-1.54054,04/09/2016 07:40:10
52.22913,-1.53894,04/09/2016 07:40:15
52.22852,-1.5375,04/09/2016 07:40:20
52.22802,-1.53615,04/09/2016 07:40:25
52.22704,-1.53418,04/09/2016 07:40:30
52.22588,-1.53206,04/09/2016 07:40:35
